review_text,rating,date,bank_name,source
really am happy to this app it is Siple to use everything,5,2025-06-07,Commercial Bank of Ethiopia,Google Play
I liked this app. But the User interface is very basic and not attractive at all.,2,2025-06-07,Commercial Bank of Ethiopia,Google Play
"""Why don’t your ATMs support account-to-account transfers like other countries( Kenya, Nigeria , South africa)""",4,2025-06-06,Commercial Bank of Ethiopia,Google Play
what is this app problem???,1,2025-06-05,Commercial Bank of Ethiopia,Google Play
the app is proactive and a good connections.,5,2025-06-05,Commercial Bank of Ethiopia,Google Play
I cannot send to cbebirr app. through this app.,3,2025-06-05,Commercial Bank of Ethiopia,Google Play
good,4,2025-06-05,Commercial Bank of Ethiopia,Google Play
not functional,1,2025-06-05,Commercial Bank of Ethiopia,Google Play
"everytime you uninstall the app you have to reach them out physically. very oldy! if that's one of security layer, they'd check for fraud attempt via app source directly(source:- app store, play store ... etc) implicitly ! we are in 2025, physical presence for every app install is traditional(traditionally very rare).",1,2025-06-04,Commercial Bank of Ethiopia,Google Play
አካውንት የምናስገባበት ቦታ ስም ጽፈን ነው ከዚህ በፊት የላክንባቸውን አካዉንቶች የምንፈልገዉ ነገር ግን አዲስ አካውንቶች mr ብለዉ የሚጀምሩ በዝተዋል ግን አፕልኬሽኑ space ስንጽፍ አይቀበልም ቢስተካከል,4,2025-06-04,Commercial Bank of Ethiopia,Google Play
best,5,2025-06-04,Commercial Bank of Ethiopia,Google Play
bezabih,5,2025-06-04,Commercial Bank of Ethiopia,Google Play
Best Mobile Banking app ever,5,2025-06-04,Commercial Bank of Ethiopia,Google Play
good,5,2025-06-04,Commercial Bank of Ethiopia,Google Play
it was good app but it have some issues like it doesnt give me the right amount that I have in the bank and have some issues in transferring,2,2025-06-04,Commercial Bank of Ethiopia,Google Play
good,5,2025-06-04,Commercial Bank of Ethiopia,Google Play
Good,5,2025-06-04,Commercial Bank of Ethiopia,Google Play
👌👍,5,2025-06-04,Commercial Bank of Ethiopia,Google Play
very niec,5,2025-06-04,Commercial Bank of Ethiopia,Google Play
best app of finance,5,2025-06-04,Commercial Bank of Ethiopia,Google Play
yetemeta,1,2025-06-03,Commercial Bank of Ethiopia,Google Play
Engida Kebede Fetera,5,2025-06-03,Commercial Bank of Ethiopia,Google Play
good,5,2025-06-03,Commercial Bank of Ethiopia,Google Play
it is not safety,1,2025-06-03,Commercial Bank of Ethiopia,Google Play
NICE bank,5,2025-06-03,Commercial Bank of Ethiopia,Google Play
it is like a childish app make it better the worst I have ever seen,1,2025-06-02,Commercial Bank of Ethiopia,Google Play
"It's a problem solver application, go ahead CBE, I love so much.",5,2025-06-02,Commercial Bank of Ethiopia,Google Play
It's good but try to make it facilitate for your client,4,2025-06-02,Commercial Bank of Ethiopia,Google Play
best app,5,2025-06-01,Commercial Bank of Ethiopia,Google Play
Awesome bank,5,2025-06-01,Commercial Bank of Ethiopia,Google Play
this app has developed in a very good ways but there are some comments I need to make 1- preventing the screenshot likely not good for someone like me coz I need to make screenshot for quicker evidence. 2-it would be good if you make us to access recent transaction histories for 30 days coz we don't have to go to the Bank's in person to see old transactions or add colander category so user can easily access old transactions through colanders.,5,2025-05-31,Commercial Bank of Ethiopia,Google Play
Masha alla,5,2025-05-31,Commercial Bank of Ethiopia,Google Play
"Recently there is big problem when sending to safaricom, telebir, and even to cbebirr wallet could anybody who is responsible fix it, it's very frustrating it's been 5 days and my money hasn't been returned it takes it out of my account but doesn't send it to my mpesa update- they have just corrected it and sent me back the money but still I'm afraid now to send again",2,2025-05-31,Commercial Bank of Ethiopia,Google Play
better service,5,2025-05-31,Commercial Bank of Ethiopia,Google Play
"it,s good app and time manager 👍",5,2025-05-30,Commercial Bank of Ethiopia,Google Play
malkaamuu Jiidhaa Namoo,5,2025-05-30,Commercial Bank of Ethiopia,Google Play
lower system everything,3,2025-05-30,Commercial Bank of Ethiopia,Google Play
Nice!,5,2025-05-30,Commercial Bank of Ethiopia,Google Play
Keep it up My CBE,5,2025-05-29,Commercial Bank of Ethiopia,Google Play
yes good,5,2025-05-28,Commercial Bank of Ethiopia,Google Play
"I was using this app for the last two years with no problems. It stopped working about 3 months ago. when I tried to transfer funds it gives me error ""can't do this transaction. inactive account.""",4,2025-05-27,Commercial Bank of Ethiopia,Google Play
i like everything of this app,5,2025-05-27,Commercial Bank of Ethiopia,Google Play
good,5,2025-05-27,Commercial Bank of Ethiopia,Google Play
🤬🤬🤬🤬 network 🛜,1,2025-05-26,Commercial Bank of Ethiopia,Google Play
Best,5,2025-05-26,Commercial Bank of Ethiopia,Google Play
CBE is the best financial application and and very dimple to use. I would like to say thank you so much for the developer of application. I really appreciate this app.,5,2025-05-26,Commercial Bank of Ethiopia,Google Play
nice,5,2025-05-26,Commercial Bank of Ethiopia,Google Play
good job,5,2025-05-26,Commercial Bank of Ethiopia,Google Play
Good,5,2025-05-25,Commercial Bank of Ethiopia,Google Play
it's awesome!!,5,2025-05-25,Commercial Bank of Ethiopia,Google Play
best,5,2025-05-25,Commercial Bank of Ethiopia,Google Play
thankyou every one,5,2025-05-25,Commercial Bank of Ethiopia,Google Play
best app,5,2025-05-25,Commercial Bank of Ethiopia,Google Play
Ronaldo 🇵🇹 🥇,5,2025-05-25,Commercial Bank of Ethiopia,Google Play
"this app is absolutely fantastic I love it and I enjoying to it ,let us support this foundation together .",5,2025-05-25,Commercial Bank of Ethiopia,Google Play
"The CBE app has been highly unreliable in recent weeks. It frequently fails to work properly on both Ethio Telecom and Safaricom networks, whether using Wi-Fi or mobile data. This week, the system was down entirely for extended periods, making it very difficult to access banking services. The app only functions intermittently, and the lack of consistency is frustrating. I hope the issues are addressed soon, and that any non-technical influences are removed from such essential services.",2,2025-05-25,Commercial Bank of Ethiopia,Google Play
mortuary app,5,2025-05-25,Commercial Bank of Ethiopia,Google Play
it is smart app but it has stoped after some period of time on my device with out any reason .,5,2025-05-25,Commercial Bank of Ethiopia,Google Play
amazing app I am used this app for one year,4,2025-05-24,Commercial Bank of Ethiopia,Google Play
👍,5,2025-05-24,Commercial Bank of Ethiopia,Google Play
good app,5,2025-05-24,Commercial Bank of Ethiopia,Google Play
i love it 😍😘,5,2025-05-24,Commercial Bank of Ethiopia,Google Play
It makes life easy!👌,5,2025-05-24,Commercial Bank of Ethiopia,Google Play
its not fast,1,2025-05-24,Commercial Bank of Ethiopia,Google Play
wow,4,2025-05-24,Commercial Bank of Ethiopia,Google Play
it is sooo good,5,2025-05-24,Commercial Bank of Ethiopia,Google Play
excellent,5,2025-05-24,Commercial Bank of Ethiopia,Google Play
ok,1,2025-05-24,Commercial Bank of Ethiopia,Google Play
Fantastic,5,2025-05-23,Commercial Bank of Ethiopia,Google Play
accessible to using,5,2025-05-23,Commercial Bank of Ethiopia,Google Play
I like it,4,2025-05-23,Commercial Bank of Ethiopia,Google Play
good,5,2025-05-23,Commercial Bank of Ethiopia,Google Play
why you change default network?,5,2025-05-23,Commercial Bank of Ethiopia,Google Play
very nice 👍,5,2025-05-23,Commercial Bank of Ethiopia,Google Play
good,5,2025-05-23,Commercial Bank of Ethiopia,Google Play
nice fast app,5,2025-05-23,Commercial Bank of Ethiopia,Google Play
good,5,2025-05-23,Commercial Bank of Ethiopia,Google Play
best,5,2025-05-23,Commercial Bank of Ethiopia,Google Play
how to I get my money,5,2025-05-23,Commercial Bank of Ethiopia,Google Play
"Very bad, can't even load they need to improve their services.",1,2025-05-22,Commercial Bank of Ethiopia,Google Play
"Very good app, but please make it reliable . it crashes sometimes .",4,2025-05-22,Commercial Bank of Ethiopia,Google Play
very busy I don't know why... I prefer 889,3,2025-05-22,Commercial Bank of Ethiopia,Google Play
"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",4,2025-05-22,Commercial Bank of Ethiopia,Google Play
the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,1,2025-05-22,Commercial Bank of Ethiopia,Google Play
hojii bonsaadha,5,2025-05-22,Commercial Bank of Ethiopia,Google Play
ok,5,2025-05-22,Commercial Bank of Ethiopia,Google Play
ok,5,2025-05-22,Commercial Bank of Ethiopia,Google Play
user-friendly apps.because this app is easy.,5,2025-05-22,Commercial Bank of Ethiopia,Google Play
Awosome!!!,5,2025-05-22,Commercial Bank of Ethiopia,Google Play
"Very good app,",5,2025-05-22,Commercial Bank of Ethiopia,Google Play
sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-05-22,Commercial Bank of Ethiopia,Google Play
ይህ መተግበሪያ በጣም ጥሩ ነው. this app is very nice,5,2025-05-22,Commercial Bank of Ethiopia,Google Play
I hate this app 😒,1,2025-05-22,Commercial Bank of Ethiopia,Google Play
trustful,5,2025-05-22,Commercial Bank of Ethiopia,Google Play
I like,5,2025-05-22,Commercial Bank of Ethiopia,Google Play
update issue,4,2025-05-22,Commercial Bank of Ethiopia,Google Play
its not working over safari network,1,2025-05-22,Commercial Bank of Ethiopia,Google Play
oldie,1,2025-05-22,Commercial Bank of Ethiopia,Google Play
it doesn't work,1,2025-05-21,Commercial Bank of Ethiopia,Google Play
best,5,2025-05-21,Commercial Bank of Ethiopia,Google Play
"This app is good, and we are using it well",1,2025-05-21,Commercial Bank of Ethiopia,Google Play
ok,5,2025-05-21,Commercial Bank of Ethiopia,Google Play
best app,5,2025-05-21,Commercial Bank of Ethiopia,Google Play
best,5,2025-05-21,Commercial Bank of Ethiopia,Google Play
very nice 👌 app for android phone,5,2025-05-21,Commercial Bank of Ethiopia,Google Play
good app,5,2025-05-21,Commercial Bank of Ethiopia,Google Play
Yes Yes,5,2025-05-21,Commercial Bank of Ethiopia,Google Play
በጣም ከርፋፋ,1,2025-05-21,Commercial Bank of Ethiopia,Google Play
easy to use helpful in my life,5,2025-05-21,Commercial Bank of Ethiopia,Google Play
good 👍,4,2025-05-21,Commercial Bank of Ethiopia,Google Play
the best mobile banking app,5,2025-05-21,Commercial Bank of Ethiopia,Google Play
"this app is very useful app,it saves time,and it is secure",4,2025-05-21,Commercial Bank of Ethiopia,Google Play
ok,2,2025-05-21,Commercial Bank of Ethiopia,Google Play
it's a good application 👍,5,2025-05-21,Commercial Bank of Ethiopia,Google Play
the screenshot and the reffresh options are so annoying that makes transaction so delaying activity !,2,2025-05-21,Commercial Bank of Ethiopia,Google Play
poor service,1,2025-05-21,Commercial Bank of Ethiopia,Google Play
amazing,5,2025-05-20,Commercial Bank of Ethiopia,Google Play
it is reliable and easy to use.,5,2025-05-20,Commercial Bank of Ethiopia,Google Play
the most annoying mobile banking app I've ever seen,1,2025-05-20,Commercial Bank of Ethiopia,Google Play
Cbe mobile banking,5,2025-05-20,Commercial Bank of Ethiopia,Google Play
"i can't make Screenshout in this app, please made modification",5,2025-05-20,Commercial Bank of Ethiopia,Google Play
Best app I loved it,5,2025-05-19,Commercial Bank of Ethiopia,Google Play
nice app,5,2025-05-19,Commercial Bank of Ethiopia,Google Play
wow,5,2025-05-18,Commercial Bank of Ethiopia,Google Play
Amazing applicatiom sometimes doesnt work!,5,2025-05-18,Commercial Bank of Ethiopia,Google Play
well satisfied with this beautiful app,5,2025-05-18,Commercial Bank of Ethiopia,Google Play
very good,4,2025-05-17,Commercial Bank of Ethiopia,Google Play
best app.,5,2025-05-17,Commercial Bank of Ethiopia,Google Play
good,5,2025-05-17,Commercial Bank of Ethiopia,Google Play
"not working,why???",5,2025-05-17,Commercial Bank of Ethiopia,Google Play
Great impact but why Developer option turnoff if you fix 🙏 🙏 🙏,5,2025-05-17,Commercial Bank of Ethiopia,Google Play
excellent,5,2025-05-17,Commercial Bank of Ethiopia,Google Play
always disappointing ! especially the iOS one !! some similar local applications are extremely superior to this application!! Really disappointing!,1,2025-05-17,Commercial Bank of Ethiopia,Google Play
woxe harimo ribiso,5,2025-05-17,Commercial Bank of Ethiopia,Google Play
good,5,2025-05-16,Commercial Bank of Ethiopia,Google Play
"Good ,easy to use",5,2025-05-16,Commercial Bank of Ethiopia,Google Play
Good app,5,2025-05-15,Commercial Bank of Ethiopia,Google Play
Good job👍,5,2025-05-14,Commercial Bank of Ethiopia,Google Play
good,5,2025-05-14,Commercial Bank of Ethiopia,Google Play
nice,5,2025-05-14,Commercial Bank of Ethiopia,Google Play
"Please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",2,2025-05-14,Commercial Bank of Ethiopia,Google Play
I have using the CBE mobile banking app. and overall i appreciate its Feuteres However i.ve Notticed that when i turn on the Developer options on my divice the App.Stop Functioning prorerly It.Would Be Great If You could look into This issue as l often need to access Developer setting for Otter Application ThankYou For Your attention to This Matter,4,2025-05-13,Commercial Bank of Ethiopia,Google Play
customer service is bad nothing is good about this bank,1,2025-05-13,Commercial Bank of Ethiopia,Google Play
It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,5,2025-05-13,Commercial Bank of Ethiopia,Google Play
fast and simple easy to use 👌,5,2025-05-12,Commercial Bank of Ethiopia,Google Play
The fastest transferring app I ever had its so reliable,5,2025-05-11,Commercial Bank of Ethiopia,Google Play
"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",3,2025-05-11,Commercial Bank of Ethiopia,Google Play
it's easy and fast,5,2025-05-10,Commercial Bank of Ethiopia,Google Play
This app don't have self activation only you have to look near cbe branch that's disgusting,1,2025-05-10,Commercial Bank of Ethiopia,Google Play
hello dearest CBE office personnel make some benefits for those using interest free accounts thanks for your help,5,2025-05-09,Commercial Bank of Ethiopia,Google Play
wow best application ever,5,2025-05-09,Commercial Bank of Ethiopia,Google Play
good,5,2025-05-09,Commercial Bank of Ethiopia,Google Play
"Am sorry but what does developer mode do to the application ? hack it ? are you sure you are developer or are you stupid, doesnt makes sense,",1,2025-05-08,Commercial Bank of Ethiopia,Google Play
Best,4,2025-05-08,Commercial Bank of Ethiopia,Google Play
the pride of Ethiopian bank 🏦,5,2025-05-08,Commercial Bank of Ethiopia,Google Play
why the app telling me to turn of developer options please fix it.,1,2025-05-07,Commercial Bank of Ethiopia,Google Play
good,5,2025-05-07,Commercial Bank of Ethiopia,Google Play
ok,5,2025-05-07,Commercial Bank of Ethiopia,Google Play
i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,5,2025-05-07,Commercial Bank of Ethiopia,Google Play
ok,5,2025-05-07,Commercial Bank of Ethiopia,Google Play
good,3,2025-05-06,Commercial Bank of Ethiopia,Google Play
amazing apps,5,2025-05-06,Commercial Bank of Ethiopia,Google Play
All service of Mobile Banking,5,2025-05-06,Commercial Bank of Ethiopia,Google Play
needs improvement,1,2025-05-06,Commercial Bank of Ethiopia,Google Play
i miss the old one i couldn't send my mony to other bank..,1,2025-05-06,Commercial Bank of Ethiopia,Google Play
the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the Dashen Super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. I am considering leaving CBE for good.,2,2025-05-06,Commercial Bank of Ethiopia,Google Play
good,5,2025-05-06,Commercial Bank of Ethiopia,Google Play
good but these week not oky,4,2025-05-06,Commercial Bank of Ethiopia,Google Play
well designed! Fixing bugs & two step verification with biometric... simply it's great!,5,2025-05-06,Commercial Bank of Ethiopia,Google Play
Good app,5,2025-05-06,Commercial Bank of Ethiopia,Google Play
If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,1,2025-05-05,Commercial Bank of Ethiopia,Google Play
"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",5,2025-05-05,Commercial Bank of Ethiopia,Google Play
CBE mobilr bankg,5,2025-05-05,Commercial Bank of Ethiopia,Google Play
wow,1,2025-05-05,Commercial Bank of Ethiopia,Google Play
verygood,3,2025-05-05,Commercial Bank of Ethiopia,Google Play
ممتاز جدا,5,2025-05-04,Commercial Bank of Ethiopia,Google Play
it's very low quality application,1,2025-05-04,Commercial Bank of Ethiopia,Google Play
Very Amazing Apps,5,2025-05-04,Commercial Bank of Ethiopia,Google Play
አዛ,1,2025-05-04,Commercial Bank of Ethiopia,Google Play
wow simple life,5,2025-05-04,Commercial Bank of Ethiopia,Google Play
it's nice,5,2025-05-03,Commercial Bank of Ethiopia,Google Play
Why stacked sometimes,5,2025-05-03,Commercial Bank of Ethiopia,Google Play
good app,5,2025-05-03,Commercial Bank of Ethiopia,Google Play
nice,5,2025-05-03,Commercial Bank of Ethiopia,Google Play
okay 👍 but sometimes busy,1,2025-05-03,Commercial Bank of Ethiopia,Google Play
the worst commercial company that fails to do even the most normal things again and and again.,1,2025-05-03,Commercial Bank of Ethiopia,Google Play
nice,5,2025-05-03,Commercial Bank of Ethiopia,Google Play
Very good app. but disappointed by general cessation of system.,5,2025-05-02,Commercial Bank of Ethiopia,Google Play
excellent,5,2025-05-02,Commercial Bank of Ethiopia,Google Play
good,5,2025-05-02,Commercial Bank of Ethiopia,Google Play
good,5,2025-05-02,Commercial Bank of Ethiopia,Google Play
Good and fast,5,2025-05-02,Commercial Bank of Ethiopia,Google Play
Unreliable!,1,2025-05-02,Commercial Bank of Ethiopia,Google Play
Best the best fast,5,2025-05-02,Commercial Bank of Ethiopia,Google Play
good app,5,2025-05-02,Commercial Bank of Ethiopia,Google Play
happy,5,2025-05-02,Commercial Bank of Ethiopia,Google Play
fast and reliable,5,2025-05-02,Commercial Bank of Ethiopia,Google Play
network errorrrrrr,2,2025-05-02,Commercial Bank of Ethiopia,Google Play
Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,4,2025-05-02,Commercial Bank of Ethiopia,Google Play
its good and simple to use,5,2025-05-02,Commercial Bank of Ethiopia,Google Play
worest app like that bank for security and network access,1,2025-05-02,Commercial Bank of Ethiopia,Google Play
it's the best app i,5,2025-05-02,Commercial Bank of Ethiopia,Google Play
not bad not good,1,2025-05-02,Commercial Bank of Ethiopia,Google Play
its very nice,5,2025-05-02,Commercial Bank of Ethiopia,Google Play
do not work this week,3,2025-04-30,Commercial Bank of Ethiopia,Google Play
It crashes frequently,4,2025-04-30,Commercial Bank of Ethiopia,Google Play
the best,5,2025-04-28,Commercial Bank of Ethiopia,Google Play
"I can simply describe this app as ""Making all your work easier"".",5,2025-04-28,Commercial Bank of Ethiopia,Google Play
goid,5,2025-04-28,Commercial Bank of Ethiopia,Google Play
best appearance,5,2025-04-27,Commercial Bank of Ethiopia,Google Play
it's very good 👍 app,5,2025-04-27,Commercial Bank of Ethiopia,Google Play
I need support you,5,2025-04-27,Commercial Bank of Ethiopia,Google Play
the worst Mobile banking i have ever seen in my life,1,2025-04-26,Commercial Bank of Ethiopia,Google Play
super,5,2025-04-26,Commercial Bank of Ethiopia,Google Play
ጠጀጨገጀ።ጀገ,5,2025-04-26,Commercial Bank of Ethiopia,Google Play
i like the app,5,2025-04-26,Commercial Bank of Ethiopia,Google Play
the Best,1,2025-04-26,Commercial Bank of Ethiopia,Google Play
nice,5,2025-04-26,Commercial Bank of Ethiopia,Google Play
good,5,2025-04-26,Commercial Bank of Ethiopia,Google Play
good,5,2025-04-25,Commercial Bank of Ethiopia,Google Play
to other bank is bad,1,2025-04-25,Commercial Bank of Ethiopia,Google Play
tank's,5,2025-04-25,Commercial Bank of Ethiopia,Google Play
its good but add more features such like. bank statement showing,5,2025-04-24,Commercial Bank of Ethiopia,Google Play
it is so nice,5,2025-04-24,Commercial Bank of Ethiopia,Google Play
good,5,2025-04-21,Commercial Bank of Ethiopia,Google Play
Very Good👍,5,2025-04-21,Commercial Bank of Ethiopia,Google Play
"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",2,2025-04-21,Commercial Bank of Ethiopia,Google Play
"wow, amazing app",5,2025-04-21,Commercial Bank of Ethiopia,Google Play
use ful,5,2025-04-21,Commercial Bank of Ethiopia,Google Play
Great app,5,2025-04-21,Commercial Bank of Ethiopia,Google Play
well app,5,2025-04-20,Commercial Bank of Ethiopia,Google Play
Actually it is inactive,4,2025-04-19,Commercial Bank of Ethiopia,Google Play
good,4,2025-04-19,Commercial Bank of Ethiopia,Google Play
ok,2,2025-04-19,Commercial Bank of Ethiopia,Google Play
best app,5,2025-04-19,Commercial Bank of Ethiopia,Google Play
amazing,1,2025-04-19,Commercial Bank of Ethiopia,Google Play
good,5,2025-04-19,Commercial Bank of Ethiopia,Google Play
I like,5,2025-04-19,Commercial Bank of Ethiopia,Google Play
"slow, only one account is used",2,2025-04-19,Commercial Bank of Ethiopia,Google Play
ok,5,2025-04-19,Commercial Bank of Ethiopia,Google Play
always CBE is the leading Commercial Bank💪💪💪,5,2025-04-18,Commercial Bank of Ethiopia,Google Play
i like it,5,2025-04-18,Commercial Bank of Ethiopia,Google Play
why removing screenshot feature why?,1,2025-04-18,Commercial Bank of Ethiopia,Google Play
nice apps where network is good in connection,5,2025-04-18,Commercial Bank of Ethiopia,Google Play
Thank you!!!,5,2025-04-18,Commercial Bank of Ethiopia,Google Play
i can't take screenshot,1,2025-04-18,Commercial Bank of Ethiopia,Google Play
"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",3,2025-04-18,Commercial Bank of Ethiopia,Google Play
perfectly special,5,2025-04-18,Commercial Bank of Ethiopia,Google Play
Fast and Reliable,5,2025-04-18,Commercial Bank of Ethiopia,Google Play
good,5,2025-04-17,Commercial Bank of Ethiopia,Google Play
The best application I have ever seen in Ethiopia banking industry.,5,2025-04-17,Commercial Bank of Ethiopia,Google Play
great app!!!,5,2025-04-17,Commercial Bank of Ethiopia,Google Play
because sometimes it doesn't working it load too much,3,2025-04-17,Commercial Bank of Ethiopia,Google Play
"Absolutely the best app! It works flawlessly, anytime and anywhere.",5,2025-04-17,Commercial Bank of Ethiopia,Google Play
ok,3,2025-04-16,Commercial Bank of Ethiopia,Google Play
very nice app ever!!!,5,2025-04-16,Commercial Bank of Ethiopia,Google Play
the best app,5,2025-04-16,Commercial Bank of Ethiopia,Google Play
Biometric security for mobile banking is not available,5,2025-04-16,Commercial Bank of Ethiopia,Google Play
great,5,2025-04-15,Commercial Bank of Ethiopia,Google Play
Nice service,5,2025-04-15,Commercial Bank of Ethiopia,Google Play
great app,5,2025-04-15,Commercial Bank of Ethiopia,Google Play
it's special apps,5,2025-04-15,Commercial Bank of Ethiopia,Google Play
"In the updated version of the app, it takes more time to download the receipt.",3,2025-04-15,Commercial Bank of Ethiopia,Google Play
ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14,Commercial Bank of Ethiopia,Google Play
Good 🔥,5,2025-04-14,Commercial Bank of Ethiopia,Google Play
very interesting app i am using every day fantastic,5,2025-04-14,Commercial Bank of Ethiopia,Google Play
lebaa bank,5,2025-04-14,Commercial Bank of Ethiopia,Google Play
Can't scan/recognize other banks' Interoperable QR Codes,1,2025-04-13,Commercial Bank of Ethiopia,Google Play
OK,5,2025-04-13,Commercial Bank of Ethiopia,Google Play
grateful app,5,2025-04-13,Commercial Bank of Ethiopia,Google Play
100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13,Commercial Bank of Ethiopia,Google Play
everthing wellbeok,3,2025-04-13,Commercial Bank of Ethiopia,Google Play
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-13,Commercial Bank of Ethiopia,Google Play
nice app 👌,5,2025-04-12,Commercial Bank of Ethiopia,Google Play
why did this app is not screenshot,5,2025-04-12,Commercial Bank of Ethiopia,Google Play
it so good app,5,2025-04-12,Commercial Bank of Ethiopia,Google Play
the best app,3,2025-04-12,Commercial Bank of Ethiopia,Google Play
جميل,5,2025-04-11,Commercial Bank of Ethiopia,Google Play
"less network, specially to make fee for utility purpose",1,2025-04-11,Commercial Bank of Ethiopia,Google Play
nice,5,2025-04-11,Commercial Bank of Ethiopia,Google Play
simply for used,4,2025-04-11,Commercial Bank of Ethiopia,Google Play
wow keep up,5,2025-04-10,Commercial Bank of Ethiopia,Google Play
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,Commercial Bank of Ethiopia,Google Play
good one,5,2025-04-10,Commercial Bank of Ethiopia,Google Play
best app.,5,2025-04-10,Commercial Bank of Ethiopia,Google Play
everything is easy thank you cebe,5,2025-04-10,Commercial Bank of Ethiopia,Google Play
ፈጣን ቀልጣፋ,5,2025-04-10,Commercial Bank of Ethiopia,Google Play
good,5,2025-04-10,Commercial Bank of Ethiopia,Google Play
ok,5,2025-04-10,Commercial Bank of Ethiopia,Google Play
ጎበዝ,5,2025-04-09,Commercial Bank of Ethiopia,Google Play
good app,5,2025-04-09,Commercial Bank of Ethiopia,Google Play
but this app says can't sync,5,2025-04-09,Commercial Bank of Ethiopia,Google Play
waw,5,2025-04-09,Commercial Bank of Ethiopia,Google Play
to slow,3,2025-04-09,Commercial Bank of Ethiopia,Google Play
work on screen shot system,4,2025-04-08,Commercial Bank of Ethiopia,Google Play
very very nice aplication,1,2025-04-08,Commercial Bank of Ethiopia,Google Play
Good,5,2025-04-08,Commercial Bank of Ethiopia,Google Play
wonder full and it is easy to use,5,2025-04-08,Commercial Bank of Ethiopia,Google Play
easy and reliable,2,2025-04-08,Commercial Bank of Ethiopia,Google Play
good,5,2025-04-08,Commercial Bank of Ethiopia,Google Play
it is Very Useful app 👍,5,2025-04-07,Commercial Bank of Ethiopia,Google Play
very good,5,2025-04-07,Commercial Bank of Ethiopia,Google Play
perfect app,5,2025-04-07,Commercial Bank of Ethiopia,Google Play
I like it.,5,2025-04-07,Commercial Bank of Ethiopia,Google Play
bugs,3,2025-04-07,Commercial Bank of Ethiopia,Google Play
commerial Bank,5,2025-04-06,Commercial Bank of Ethiopia,Google Play
Genat biru,2,2025-04-06,Commercial Bank of Ethiopia,Google Play
🙏,5,2025-04-06,Commercial Bank of Ethiopia,Google Play
it is good but it doesn't allow screen shot,4,2025-04-06,Commercial Bank of Ethiopia,Google Play
the best one,5,2025-04-06,Commercial Bank of Ethiopia,Google Play
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,Commercial Bank of Ethiopia,Google Play
bring back the screenshot feature.,1,2025-04-05,Commercial Bank of Ethiopia,Google Play
Good!👍,3,2025-04-05,Commercial Bank of Ethiopia,Google Play
best app to experience him that to smooth transaction among the customers,1,2025-04-05,Commercial Bank of Ethiopia,Google Play
good,5,2025-04-05,Commercial Bank of Ethiopia,Google Play
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,Commercial Bank of Ethiopia,Google Play
easy to use,5,2025-04-05,Commercial Bank of Ethiopia,Google Play
"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,Commercial Bank of Ethiopia,Google Play
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,Commercial Bank of Ethiopia,Google Play
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,Commercial Bank of Ethiopia,Google Play
cool ❤,4,2025-04-04,Commercial Bank of Ethiopia,Google Play
Best app,5,2025-04-04,Commercial Bank of Ethiopia,Google Play
great app,5,2025-04-03,Commercial Bank of Ethiopia,Google Play
best banking App,4,2025-04-03,Commercial Bank of Ethiopia,Google Play
